"Year","Area","Street","Street 2","Strange HTML"
2012,"Coventry","murray̴road","murray road",NA
2012,"Coventry","new̴union̴street","new union street",NA
2012,"Coventry","new̴union̴street","new union street",NA
2012,"Coventry","New̴Union̴Street","New Union Street",NA
2012,"Coventry","Outside̴CVFO","Outside CVFO",NA
2012,"Coventry","Oxford̴Street,̴Coventry","Oxford Street, Coventry",NA
2012,"Coventry","penny̴park̴lane","penny park lane",NA
2012,"Coventry","Pensilva̴Close,̴Hillfields","Pensilva Close, Hillfields",NA
2012,"Coventry","Pool̴Meadow̴Bus̴Station","Pool Meadow Bus Station",NA
2012,"Coventry","pool̴meadow̴bus̴station","pool meadow bus station",NA
2012,"Coventry","pool̴meadow̴bus̴station","pool meadow bus station",NA
2012,"Coventry","Pool̴Meadow̴Bus̴Station̴,̴Coventry.","Pool Meadow Bus Station , Coventry.",NA
2012,"Coventry","Pool̴Meadow̴Bus̴Station.","Pool Meadow Bus Station.",NA
2012,"Coventry","Pool̴Meadow̴Police̴Station,̴Coventry","Pool Meadow Police Station, Coventry",NA
2012,"Coventry","primrose̴hill̴st̴Coventry","primrose hill st Coventry",NA
2012,"Coventry","Primrose̴Hill̴Street","Primrose Hill Street",NA
2012,"Coventry","Primrose̴Hill̴Street","Primrose Hill Street",NA
2012,"Coventry","primrose̴hill̴street","primrose hill street",NA
2012,"Coventry","Priory̴Hall","Priory Hall",NA
2012,"Coventry","Quarry̴Wood̴Grove","Quarry Wood Grove",NA
2012,"Coventry","Quinton̴Road","Quinton Road",NA
2012,"Coventry","raglan̴street","raglan street",NA
2012,"Coventry","Ramada̴hotel","Ramada hotel",NA
2012,"Coventry","Rear̴of̴Clique,̴Hale̴Street","Rear of Clique, Hale Street",NA
2012,"Coventry","Rear̴Yard,̴Coventry̴Central̴Police̴Station","Rear Yard, Coventry Central Police Station",NA
2012,"Coventry","Ricoh̴Arena","Ricoh Arena",NA
2012,"Coventry","Ricoh̴Arena","Ricoh Arena",NA
2012,"Coventry","riley̴square","riley square",NA
2012,"Coventry","ringway̴queens","ringway queens",NA
2012,"Coventry","Roseberry̴Avenue,̴Coventry","Roseberry Avenue, Coventry",NA
2012,"Coventry","Samuel̴Vale̴House,̴St̴Nicholas̴Street","Samuel Vale House, St Nicholas Street",NA
2012,"Coventry","Samuel̴Vale̴House,̴St̴Nicholas̴Street","Samuel Vale House, St Nicholas Street",NA
2012,"Coventry","Sewall̴Highway","Sewall Highway",NA
2012,"Coventry","Sewell̴Highway","Sewell Highway",NA
2012,"Coventry","sky̴dome","sky dome",NA
2012,"Coventry","sky̴dome","sky dome",NA
2012,"Coventry","sky̴dome","sky dome",NA
2012,"Coventry","sky̴dome","sky dome",NA
2012,"Coventry","sky̴dome","sky dome",NA
2012,"Coventry","Sky̴Dome","Sky Dome",NA
2012,"Coventry","Sky̴Dome,̴Coventry","Sky Dome, Coventry",NA
2012,"Coventry","Skydome","Skydome",NA
2012,"Coventry","Skydome","Skydome",NA
2012,"Coventry","Skydome","Skydome",NA
2012,"Coventry","Skydome̴carpark","Skydome carpark",NA
2012,"Coventry","Skydome̴carpark","Skydome carpark",NA
2012,"Coventry","Skydome̴carpark","Skydome carpark",NA
2012,"Coventry","Skydome̴Complex","Skydome Complex",NA
2012,"Coventry","Skydome̴Complex","Skydome Complex",NA
2012,"Coventry","skydome̴complex","skydome complex",NA
2012,"Coventry","skydome̴complex","skydome complex",NA
2012,"Coventry","Skydome̴concourse","Skydome concourse",NA
2012,"Coventry","Skydome̴Concourse","Skydome Concourse",NA
2012,"Coventry","Skydome̴concourse","Skydome concourse",NA
2012,"Coventry","Skydome̴Concourse","Skydome Concourse",NA
2012,"Coventry","skydome̴concourse","skydome concourse",NA
2012,"Coventry","skydome̴concourse","skydome concourse",NA
2012,"Coventry","Skydome̴concourse","Skydome concourse",NA
2012,"Coventry","Skydome̴Concourse̴,Coventry.","Skydome Concourse ,Coventry.",NA
2012,"Coventry","Skydome̴Concourse̴,Coventry.","Skydome Concourse ,Coventry.",NA
2012,"Coventry","Skydome̴concourse,̴Coventry̴city̴centre","Skydome concourse, Coventry city centre",NA
2012,"Coventry","Skydome̴Concourse,̴Coventry.","Skydome Concourse, Coventry.",NA
2012,"Coventry","Skydome̴concourse.","Skydome concourse.",NA
2012,"Coventry","skydome̴Coventry","skydome Coventry",NA
2012,"Coventry","Somerset̴Road","Somerset Road",NA
2012,"Coventry","spon̴st̴Coventry","spon st Coventry",NA
2012,"Coventry","Spon̴Street","Spon Street",NA
2012,"Coventry","Spon̴Street","Spon Street",NA
2012,"Coventry","Spon̴Street","Spon Street",NA
2012,"Coventry","Spon̴Street","Spon Street",NA
2012,"Coventry","spon̴street","spon street",NA
2012,"Coventry","Spon̴Street̴,̴Coventry.","Spon Street , Coventry.",NA
2012,"Coventry","Spon̴Street,̴Coventry","Spon Street, Coventry",NA
2012,"Coventry","Spon̴Street,̴Coventry","Spon Street, Coventry",NA
2012,"Coventry","Spon̴Street,̴Coventry","Spon Street, Coventry",NA
2012,"Coventry","St̴Patricks̴Road","St Patricks Road",NA
2012,"Coventry","st̴thomas̴road,̴longford,̴coventry","st thomas road, longford, coventry",NA
2012,"Coventry","Station̴Square,̴Coventry","Station Square, Coventry",NA
2012,"Coventry","Station̴Square,̴Coventry","Station Square, Coventry",NA
2012,"Coventry","Station̴Square,̴Coventry","Station Square, Coventry",NA
2012,"Coventry","Stoney̴̴Stanton̴rd","Stoney  Stanton rd",NA
2012,"Coventry","stoney̴stanton̴road","stoney stanton road",NA
2012,"Coventry","stoney̴stanton̴road","stoney stanton road",NA
2012,"Coventry","stoney̴stanton̴road","stoney stanton road",NA
2012,"Coventry","stoney̴stanton̴road","stoney stanton road",NA
2012,"Coventry","stoney̴stanton̴road","stoney stanton road",NA
2012,"Coventry","tamworth̴road","tamworth road",NA
2012,"Coventry","Tanyard̴Close̴,Tanyard̴Farm̴,Coventry.","Tanyard Close ,Tanyard Farm ,Coventry.",NA
2012,"Coventry","Tarquin̴Close","Tarquin Close",NA
2012,"Coventry","Taxi̴rank̴train̴station̴coventry","Taxi rank train station coventry",NA
2012,"Coventry","The̴Burges","The Burges",NA
2012,"Coventry","The̴Burgess","The Burgess",NA
2012,"Coventry","The̴Burgess","The Burgess",NA
2012,"Coventry","The̴Butts","The Butts",NA
2012,"Coventry","The̴Castle̴Pub,̴Little̴Park̴St̴,Coventry.","The Castle Pub, Little Park St ,Coventry.",NA
2012,"Coventry","The̴Chesils","The Chesils",NA
2012,"Coventry","The̴Flying̴Standard̴Public̴House","The Flying Standard Public House",NA
2012,"Coventry","The̴Grapes̴ph̴o/s","The Grapes ph o/s",NA
2012,"Coventry","Trafalgar̴̴House","Trafalgar  House",NA
2012,"Coventry","Trinity̴St","Trinity St",NA
2012,"Coventry","Trinity̴Street","Trinity Street",NA
2012,"Coventry","Trinity̴Street","Trinity Street",NA
2012,"Coventry","Trinity̴Street","Trinity Street",NA
2012,"Coventry","UHCW","UHCW",NA
2012,"Coventry","University̴hospital","University hospital",NA
2012,"Coventry","University̴Hospital̴Coventry","University Hospital Coventry",NA
2012,"Coventry","Unniversity̴Hospital,̴Coventry","Unniversity Hospital, Coventry",NA
2012,"Coventry","Upper̴Spon̴Street","Upper Spon Street",NA
2012,"Coventry","Victoria̴street","Victoria street",NA
2012,"Coventry","Wallace̴Rd","Wallace Rd",NA
2012,"Coventry","Walsgrave̴Hospital.","Walsgrave Hospital.",NA
2012,"Coventry","walsgrave̴Rd","walsgrave Rd",NA
2012,"Coventry","Walsgrave̴Road","Walsgrave Road",NA
2012,"Coventry","Warwick̴Rd","Warwick Rd",NA
2012,"Coventry","warwick̴row̴coventry","warwick row coventry",NA
2012,"Coventry","West̴Avenue","West Avenue",NA
2012,"Coventry","wILLENHALL̴laNE","wILLENHALL laNE",NA
2012,"Coventry","wILLENHALL̴laNE","wILLENHALL laNE",NA
2012,"Coventry","Windsor̴St","Windsor St",NA
2012,"Coventry","Windsor̴St","Windsor St",NA
2012,"Coventry","Winsor̴Street","Winsor Street",NA
2012,"Coventry","Woodway̴Lane̴,Coventry.","Woodway Lane ,Coventry.",NA
2012,"Coventry","Wyken̴Croft","Wyken Croft",NA
2012,"Coventry","Yardley̴Street","Yardley Street",NA
2012,"Dudley","Hagley̴road̴̴Halesowen","Hagley road  Halesowen",NA
2012,"Dudley","Bachelor̴Close","Bachelor Close",NA
2012,"Dudley","Bearwood̴Road̴,̴Bearwood","Bearwood Road , Bearwood",NA
2012,"Dudley","Bell̴St,̴Stourbridge","Bell St, Stourbridge",NA
2012,"Dudley","bhan̴Road,","bhan Road,",NA
2012,"Dudley","BHPS̴Front̴Office","BHPS Front Office",NA
2012,"Dudley","Birmingham̴New̴Road","Birmingham New Road",NA
2012,"Dudley","Birmingham̴Street,̴Stourbridge","Birmingham Street, Stourbridge",NA
2012,"Dudley","Birmingham̴Street,̴Stourbridge","Birmingham Street, Stourbridge",NA
2012,"Dudley","Bridfgnorth̴Road,̴Stourbridge","Bridfgnorth Road, Stourbridge",NA
2012,"Dudley","Brierley̴Hill̴High̴Street","Brierley Hill High Street",NA
2012,"Dudley","Bus̴station̴Dudley","Bus station Dudley",NA
2012,"Dudley","Bus̴station,̴Merry̴Hill̴Centre","Bus station, Merry Hill Centre",NA
2012,"Dudley","Castle̴Hill,̴Dudley","Castle Hill, Dudley",NA
2012,"Dudley","Castle̴Hill,̴Dudley","Castle Hill, Dudley",NA
2012,"Dudley","Charles̴Ave","Charles Ave",NA
2012,"Dudley","Church̴St,̴B̴hill","Church St, B hill",NA
2012,"Dudley","Church̴St,̴Stourbridge","Church St, Stourbridge",NA
2012,"Dudley","Cinder̴Bank̴Dudley","Cinder Bank Dudley",NA
2012,"Dudley","Clifton̴PH̴Sedgley","Clifton PH Sedgley",NA
2012,"Dudley","clydesdale̴tower","clydesdale tower",NA
2012,"Dudley","Cobden̴Street","Cobden Street",NA
2012,"Dudley","Corbett̴Crescent̴Stourbridge","Corbett Crescent Stourbridge",NA
2012,"Dudley","coventry̴street","coventry street",NA
2012,"Dudley","Delph̴Rd,̴B̴Hill","Delph Rd, B Hill",NA
2012,"Dudley","dingle̴road̴dudley","dingle road dudley",NA
2012,"Dudley","Dudley̴Bus̴station","Dudley Bus station",NA
2012,"Dudley","dudley̴high̴street","dudley high street",NA
2012,"Dudley","Dudley̴police̴station","Dudley police station",NA
2012,"Dudley","Envill̴Street̴,̴Stourbridge","Envill Street , Stourbridge",NA
2012,"Dudley","Enville̴Street̴Stourbridge","Enville Street Stourbridge",NA
2012,"Dudley","front̴office̴brierley̴hill̴police̴station","front office brierley hill police station",NA
2012,"Dudley","Gaimage̴Street","Gaimage Street",NA
2012,"Dudley","hagley̴road","hagley road",NA
2012,"Dudley","Hagley̴Road̴Stourbridge","Hagley Road Stourbridge",NA
2012,"Dudley","Halesowen̴bus̴station","Halesowen bus station",NA
2012,"Dudley","Halesowen̴bus̴station","Halesowen bus station",NA
2012,"Dudley","Halesowen̴police̴station","Halesowen police station",NA
2012,"Dudley","Hall̴street̴Dudley","Hall street Dudley",NA
2012,"Dudley","harvester,̴hagley̴road","harvester, hagley road",NA
2012,"Dudley","High̴̴Street̴,̴Brierley̴Hill","High  Street , Brierley Hill",NA
2012,"Dudley","high̴st̴bhill","high st bhill",NA
2012,"Dudley","High̴St̴Dudley","High St Dudley",NA
2012,"Dudley","high̴st̴stourbridge","high st stourbridge",NA
2012,"Dudley","high̴st̴stourbridge","high st stourbridge",NA
2012,"Dudley","High̴St,̴B̴Hill","High St, B Hill",NA
2012,"Dudley","High̴St,̴Lye","High St, Lye",NA
2012,"Dudley","High̴St,̴Stourbridge","High St, Stourbridge",NA
2012,"Dudley","High̴St,̴Stourbridge","High St, Stourbridge",NA
2012,"Dudley","High̴St,̴Stourbridge","High St, Stourbridge",NA
2012,"Dudley","High̴St,̴Stourbridge","High St, Stourbridge",NA
2012,"Dudley","High̴St,̴Stourbridge","High St, Stourbridge",NA
2012,"Dudley","High̴St,̴Stourbridge","High St, Stourbridge",NA
2012,"Dudley","High̴St,̴Stourbridge","High St, Stourbridge",NA
2012,"Dudley","High̴St,̴Stourbridge","High St, Stourbridge",NA
2012,"Dudley","high̴street","high street",NA
2012,"Dudley","high̴street","high street",NA
2012,"Dudley","High̴street","High street",NA
2012,"Dudley","High̴street","High street",NA
2012,"Dudley","High̴street","High street",NA
2012,"Dudley","HIgh̴Street̴,̴Stourbridge","HIgh Street , Stourbridge",NA
2012,"Dudley","High̴Street̴,̴Stourbridge","High Street , Stourbridge",NA
2012,"Dudley","High̴Street̴,̴Stourbridge","High Street , Stourbridge",NA
2012,"Dudley","High̴Street̴Brierley̴Hill","High Street Brierley Hill",NA
2012,"Dudley","high̴street̴brierley̴hill","high street brierley hill",NA
2012,"Dudley","high̴street̴brierley̴hill","high street brierley hill",NA
2012,"Dudley","High̴Street̴stourbridge","High Street stourbridge",NA
2012,"Dudley","high̴street̴stourbridge","high street stourbridge",NA
2012,"Dudley","high̴street̴stourbridge","high street stourbridge",NA
2012,"Dudley","High̴Street̴Stourbridge","High Street Stourbridge",NA
2012,"Dudley","High̴Street̴Stourbridge","High Street Stourbridge",NA
2012,"Dudley","High̴Street,̴Dudley","High Street, Dudley",NA
2012,"Dudley","High̴Street,̴Lye","High Street, Lye",NA
2012,"Dudley","High̴Street,̴Lye.","High Street, Lye.",NA
2012,"Dudley","High̴Street,̴Stourbridge","High Street, Stourbridge",NA
2012,"Dudley","High̴Street,̴Stourbridge","High Street, Stourbridge",NA
2012,"Dudley","High̴Street,̴Stourbridge","High Street, Stourbridge",NA
2012,"Dudley","High̴Street,̴Stourbridge","High Street, Stourbridge",NA
2012,"Dudley","Highland̴Road,̴Dudley","Highland Road, Dudley",NA
2012,"Dudley","Hill̴Street,̴Brierley̴Hill","Hill Street, Brierley Hill",NA
2012,"Dudley","Hillside̴Rd","Hillside Rd",NA
2012,"Dudley","Home̴address","Home address",NA
2012,"Dudley","Level̴street̴,̴Brierley̴hill","Level street , Brierley hill",NA
2012,"Dudley","lye̴high̴street","lye high street",NA
2012,"Dudley","Malvern̴Crescent","Malvern Crescent",NA
2012,"Dudley","Market̴St,̴Kford","Market St, Kford",NA
2012,"Dudley","merry̴hill","merry hill",NA
2012,"Dudley","New̴St","New St",NA
2012,"Dudley","new̴st̴dudley","new st dudley",NA
2012,"Dudley","new̴st̴dudley","new st dudley",NA
2012,"Dudley","New̴Street,̴Dudley","New Street, Dudley",NA
2012,"Dudley","North̴Street,̴Dudley","North Street, Dudley",NA
2012,"Dudley","Norton̴Road","Norton Road",NA
2012,"Dudley","Oakfield̴road̴Wollescote","Oakfield road Wollescote",NA
2012,"Dudley","OS̴BHPS","OS BHPS",NA
2012,"Dudley","overend̴rd","overend rd",NA
2012,"Dudley","park̴road̴netherton","park road netherton",NA
2012,"Dudley","Pedmore̴Road,Lye","Pedmore Road,Lye",NA
2012,"Dudley","Quarry̴Bank̴High̴Street","Quarry Bank High Street",NA
2012,"Dudley","queens̴way̴halesowen","queens way halesowen",NA
2012,"Dudley","Springfield̴Rd,̴Blackheath","Springfield Rd, Blackheath",NA
2012,"Dudley","St̴Michaels̴Street̴West̴Bromwich","St Michaels Street West Bromwich",NA
2012,"Dudley","Stourbridge̴High̴ST","Stourbridge High ST",NA
2012,"Dudley","Stourbridge̴high̴street","Stourbridge high street",NA
2012,"Dudley","stourbridge̴high̴street","stourbridge high street",NA
2012,"Dudley","Stourbridge̴High̴Street","Stourbridge High Street",NA
2012,"Dudley","stourbridge̴high̴street","stourbridge high street",NA
2012,"Dudley","Stourbridge̴High̴Street","Stourbridge High Street",NA
2012,"Dudley","Stourbridge̴town̴centre","Stourbridge town centre",NA
2012,"Dudley","sunderland̴drive̴amblecote","sunderland drive amblecote",NA
2012,"Dudley","sunderland̴drive̴amblecote","sunderland drive amblecote",NA
2012,"Dudley","sunderland̴drive̴amblecote","sunderland drive amblecote",NA
2012,"Dudley","sunderland̴drive̴amblecote","sunderland drive amblecote",NA
2012,"Dudley","The̴Forge,̴Cradley̴Heath","The Forge, Cradley Heath",NA
2012,"Dudley","Tower̴st,̴Dudley","Tower st, Dudley",NA
2012,"Dudley","Tower̴Street,̴Dudley","Tower Street, Dudley",NA
2012,"Dudley","Trident̴centre,̴Dudley","Trident centre, Dudley",NA
2012,"Dudley","Wolverhampton̴Street̴Dudley","Wolverhampton Street Dudley",NA
2012,"Dudley","Worcester̴St,̴Stourbridge","Worcester St, Stourbridge",NA
2012,"Dudley","Worcester̴St,̴Stourbridge","Worcester St, Stourbridge",NA
2012,"Dudley","Worcester̴St,̴Stourbridge","Worcester St, Stourbridge",NA
2012,"Dudley","Worcester̴St,̴Stourbridge","Worcester St, Stourbridge",NA
2012,"Dudley","Worcester̴St,̴Stourbridge","Worcester St, Stourbridge",NA
2012,"Solihull","Anchor̴Lane","Anchor Lane",NA
2012,"Solihull","Apres̴Solihull̴Town̴Centre","Apres Solihull Town Centre",NA
2012,"Solihull","Aspen̴Dr̴CWTC","Aspen Dr CWTC",NA
2012,"Solihull","Bham̴International","Bham International",NA
2012,"Solihull","Bham̴International","Bham International",NA
2012,"Solihull","BHX","BHX",NA
2012,"Solihull","BHX","BHX",NA
2012,"Solihull","bhx","bhx",NA
2012,"Solihull","BHX̴�����̴Terminal̴1","BHX ����� Terminal 1",NA
2012,"Solihull","Birch̴Croft","Birch Croft",NA
2012,"Solihull","birmingham̴airport","birmingham airport",NA
2012,"Solihull","Birmingham̴International̴̴Airport","Birmingham International  Airport",NA
2012,"Solihull","Blossomfield̴Road,̴Solihull","Blossomfield Road, Solihull",NA
2012,"Solihull","Boldmere̴Gate","Boldmere Gate",NA
2012,"Solihull","bosworth̴drive","bosworth drive",NA
2012,"Solihull","bp̴warwick̴rd̴olton","bp warwick rd olton",NA
2012,"Solihull","Bradford̴Road,̴Castle̴Brom","Bradford Road, Castle Brom",NA
2012,"Solihull","burges","burges",NA
2012,"Solihull","burges","burges",NA
2012,"Solihull","Campden̴Green","Campden Green",NA
2012,"Solihull","chapelhouse̴rd","chapelhouse rd",NA
2012,"Solihull","chester̴rd","chester rd",NA
2012,"Solihull","chester̴rd","chester rd",NA
2012,"Solihull","chester̴rd","chester rd",NA
2012,"Solihull","Chester̴Road,̴Castlebromwich","Chester Road, Castlebromwich",NA
2012,"Solihull","chester̴road,̴kingshurst","chester road, kingshurst",NA
2012,"Solihull","Churchill̴Road,̴Solihull","Churchill Road, Solihull",NA
2012,"Solihull","Clopton̴Crescent","Clopton Crescent",NA
2012,"Solihull","Clopton̴Crescent","Clopton Crescent",NA
2012,"Solihull","cooks̴lane,̴chelmsley̴wood","cooks lane, chelmsley wood",NA
2012,"Solihull","drury̴lane","drury lane",NA
2012,"Solihull","Drury̴Lane̴,Solihull.","Drury Lane ,Solihull.",NA
2012,"Solihull","Farthings̴PH̴̴̴Green̴Lane","Farthings PH   Green Lane",NA
2012,"Solihull","Forth̴Drive,̴Chelmsley̴Wood","Forth Drive, Chelmsley Wood",NA
2012,"Solihull","glebe̴road,̴solihull","glebe road, solihull",NA
2012,"Solihull","Green̴lane̴,̴Shirley","Green lane , Shirley",NA
2012,"Solihull","Greville̴Pub,̴Solihull,̴Birmingham","Greville Pub, Solihull, Birmingham",NA
2012,"Solihull","harvester̴pub̴solihull","harvester pub solihull",NA
2012,"Solihull","heaton̴rd̴solihull","heaton rd solihull",NA
2012,"Solihull","helmsford̴Drive","helmsford Drive",NA
2012,"Solihull","Helmswood̴Drive","Helmswood Drive",NA
2012,"Solihull","High̴St̴Knowle","High St Knowle",NA
2012,"Solihull","high̴st̴solihull","high st solihull",NA
2012,"Solihull","high̴st̴solihull","high st solihull",NA
2012,"Solihull","High̴St̴Solihull","High St Solihull",NA
2012,"Solihull","High̴St̴Solihull","High St Solihull",NA
2012,"Solihull","High̴St,̴Solihull","High St, Solihull",NA
2012,"Solihull","high̴st,̴solihull","high st, solihull",NA
2012,"Solihull","High̴St,̴Solihull","High St, Solihull",NA
2012,"Solihull","High̴Street","High Street",NA
2012,"Solihull","High̴Street","High Street",NA
2012,"Solihull","High̴Street","High Street",NA
2012,"Solihull","High̴Street","High Street",NA
2012,"Solihull","High̴Street","High Street",NA
2012,"Solihull","High̴street̴̴OS̴Hogs̴Head","High street  OS Hogs Head",NA
2012,"Solihull","High̴Street̴,̴Solihull","High Street , Solihull",NA
2012,"Solihull","High̴Street̴Solihull","High Street Solihull",NA
2012,"Solihull","High̴Street̴Solihull","High Street Solihull",NA
2012,"Solihull","High̴Street̴Solihull","High Street Solihull",NA
2012,"Solihull","high̴street,̴solihull","high street, solihull",NA
2012,"Solihull","Homer̴Road","Homer Road",NA
2012,"Solihull","homer̴road","homer road",NA
2012,"Solihull","homer̴road̴solihull","homer road solihull",NA
2012,"Solihull","Hurst̴Lane̴north̴J/W̴Green̴Lane","Hurst Lane north J/W Green Lane",NA
2012,"Solihull","Kilcote̴Road,̴Shirley","Kilcote Road, Shirley",NA
2012,"Solihull","Knowle̴Park","Knowle Park",NA
2012,"Solihull","Lode̴Lane,̴Solihull,̴Birmingham","Lode Lane, Solihull, Birmingham",NA
2012,"Solihull","London̴Road","London Road",NA
2012,"Solihull","M42","M42",NA
2012,"Solihull","Mc̴Donalds̴High̴St̴Solihull","Mc Donalds High St Solihull",NA
2012,"Solihull","mell̴square","mell square",NA
2012,"Solihull","Mortons,̴Dickens̴heath,̴Solihull","Mortons, Dickens heath, Solihull",NA
2012,"Solihull","NEC","NEC",NA
2012,"Solihull","o/s̴bangor̴house,̴forth̴drive,̴chelmsley̴wood","o/s bangor house, forth drive, chelmsley wood",NA
2012,"Solihull","o/s̴hoggs̴head̴PH,̴Poplar̴Road,̴Solihull","o/s hoggs head PH, Poplar Road, Solihull",NA
2012,"Solihull","O/S̴Hoggs̴head̴Poplar̴Way̴solihull","O/S Hoggs head Poplar Way solihull",NA
2012,"Solihull","o/s̴Kings̴High̴St,̴Solihull","o/s Kings High St, Solihull",NA
2012,"Solihull","o/s̴Kings,̴Solihull","o/s Kings, Solihull",NA
2012,"Solihull","O/S̴LANGLEY̴HALL̴SOCIAL̴CLUB,̴LANGLEY̴HALL̴RD,̴OLTON","O/S LANGLEY HALL SOCIAL CLUB, LANGLEY HALL RD, OLTON",NA
2012,"Solihull","O/S̴TOuchwood̴Centre̴Poplar̴Road̴Solihull","O/S TOuchwood Centre Poplar Road Solihull",NA
2012,"Solihull","Olton̴Railway̴Station","Olton Railway Station",NA
2012,"Solihull","Olton̴Tavern","Olton Tavern",NA
2012,"Solihull","OS̴Assembly̴Rooms,̴Poplar̴Road,̴Solihull","OS Assembly Rooms, Poplar Road, Solihull",NA
2012,"Solihull","OS̴Masons̴PH,̴High̴Street̴Solihull","OS Masons PH, High Street Solihull",NA
2012,"Solihull","OS̴Solihull̴Hospital","OS Solihull Hospital",NA
2012,"Solihull","OS̴Solihull̴Hospital","OS Solihull Hospital",NA
2012,"Solihull","OS̴Solihull̴Hospital","OS Solihull Hospital",NA
2012,"Solihull","Outside̴the̴Waterside̴Bar","Outside the Waterside Bar",NA
2012,"Solihull","pine̴square̴chelsmley̴wood","pine square chelsmley wood",NA
2012,"Solihull","Plume̴of̴Feathers̴public̴house,̴Stratford̴Road,̴Shirley","Plume of Feathers public house, Stratford Road, Shirley",NA
2012,"Solihull","Poplar̴Avenue̴,Solihull.","Poplar Avenue ,Solihull.",NA
2012,"Solihull","Poplar̴Rd","Poplar Rd",NA
2012,"Solihull","poplar̴rd̴solihull","poplar rd solihull",NA
2012,"Solihull","Poplar̴Rd̴Solihull̴Town̴Cebtre","Poplar Rd Solihull Town Cebtre",NA
2012,"Solihull","Poplar̴Rd̴Solihull̴Town̴Centre","Poplar Rd Solihull Town Centre",NA
2012,"Solihull","Poplar̴Rd̴Town̴Centre̴Solihull","Poplar Rd Town Centre Solihull",NA
2012,"Solihull","poplar̴rd,̴solihull","poplar rd, solihull",NA
2012,"Solihull","Poplar̴Road","Poplar Road",NA
2012,"Solihull","Poplar̴Road","Poplar Road",NA
2012,"Solihull","Poplar̴Road","Poplar Road",NA
2012,"Solihull","Poplar̴Road","Poplar Road",NA
2012,"Solihull","Poplar̴Road","Poplar Road",NA
2012,"Solihull","Poplar̴Road","Poplar Road",NA
2012,"Solihull","Poplar̴Road̴Solihull","Poplar Road Solihull",NA
2012,"Solihull","poplar̴road̴solihull","poplar road solihull",NA
2012,"Solihull","poplar̴road̴solihull","poplar road solihull",NA
2012,"Solihull","Poplar̴Road,̴Solihull","Poplar Road, Solihull",NA
2012,"Solihull","Poplar̴Road,̴Solihull","Poplar Road, Solihull",NA
2012,"Solihull","Poplar̴Road,̴Solihull","Poplar Road, Solihull",NA
2012,"Solihull","Poplar̴Road,̴Solihull","Poplar Road, Solihull",NA
2012,"Solihull","poplar̴way.","poplar way.",NA
2012,"Solihull","Ppoplar̴road","Ppoplar road",NA
2012,"Solihull","premier̴inn,̴stratford̴road","premier inn, stratford road",NA
2012,"Solihull","Radlow̴Crescent,̴Marston̴Green","Radlow Crescent, Marston Green",NA
2012,"Solihull","ramada̴hotel","ramada hotel",NA
2012,"Solihull","rover̴drive","rover drive",NA
2012,"Solihull","rover̴drive","rover drive",NA
2012,"Solihull","Saddlers̴Arms","Saddlers Arms",NA
2012,"Solihull","Shirral̴Grove","Shirral Grove",NA
2012,"Solihull","solihull̴high̴street","solihull high street",NA
2012,"Solihull","Solihull̴High̴Street","Solihull High Street",NA
2012,"Solihull","Solihull̴Town̴centre","Solihull Town centre",NA
2012,"Solihull","solihull̴town̴centre","solihull town centre",NA
2012,"Solihull","Solihull̴Town̴Centre","Solihull Town Centre",NA
2012,"Solihull","Solihull̴Town̴Centre","Solihull Town Centre",NA
2012,"Solihull","Station̴Rd̴Solihull","Station Rd Solihull",NA
2012,"Solihull","Station̴Road","Station Road",NA
2012,"Solihull","Station̴Road","Station Road",NA
2012,"Solihull","Station̴road̴Solihull","Station road Solihull",NA
2012,"Solihull","Station̴Road,̴Solihull.","Station Road, Solihull.",NA
2012,"Solihull","Stratford̴Road","Stratford Road",NA
2012,"Solihull","Stratford̴Road̴Shirley","Stratford Road Shirley",NA
2012,"Solihull","The̴bear̴at̴Berkswell","The bear at Berkswell",NA
2012,"Solihull","The̴Cresent̴Solihull","The Cresent Solihull",NA
2012,"Solihull","The̴Radleys","The Radleys",NA
2012,"Solihull","Three̴Horseshoes,̴Sheldon","Three Horseshoes, Sheldon",NA
2012,"Solihull","Touchwood̴Centre","Touchwood Centre",NA
2012,"Solihull","Warwick̴Road","Warwick Road",NA
2012,"Solihull","Warwick̴Road̴Olton","Warwick Road Olton",NA
2012,"Solihull","warwick̴road̴solihull","warwick road solihull",NA
2012,"Solihull","Widney̴Lane/̴Blossomfield̴tennis̴club","Widney Lane/ Blossomfield tennis club",NA
2012,"Sandwell","Abraham̴Darby̴Public̴House","Abraham Darby Public House",NA
2012,"Sandwell","All̴Saints̴Way,̴West̴bromwich","All Saints Way, West bromwich",NA
2012,"Sandwell","arcadian̴�����̴birmingham","arcadian ����� birmingham",NA
2012,"Sandwell","arcadian̴�����̴birmingham","arcadian ����� birmingham",NA
2012,"Sandwell","asda̴great̴bridge","asda great bridge",NA
2012,"Sandwell","bearwood̴High̴Street","bearwood High Street",NA
2012,"Sandwell","Bearwood̴high̴street","Bearwood high street",NA
2012,"Sandwell","Bearwood̴High̴Street","Bearwood High Street",NA
2012,"Sandwell","Bearwood̴rd","Bearwood rd",NA
2012,"Sandwell","Bearwood̴road","Bearwood road",NA
2012,"Sandwell","Bearwood̴Road","Bearwood Road",NA
2012,"Sandwell","Bet̴Fred,̴Duchess̴Park,̴West̴Bromwich","Bet Fred, Duchess Park, West Bromwich",NA
